# x[m] y[m]
28.5836 85.4592
28.6136 85.5477
28.6436 85.6363
28.6736 85.7248
28.7036 85.8133
28.7336 85.9018
28.7635 85.9903
28.7935 86.0788
28.8235 86.1673
28.8535 86.2557
28.8835 86.3442
28.9134 86.4327
28.9434 86.5211
28.9734 86.6096
29.0034 86.6980
29.0333 86.7865
29.0633 86.8749
29.0933 86.9633
29.1232 87.0517
29.1532 87.1401
29.1832 87.2285
29.2131 87.3169
29.2431 87.4053
29.2730 87.4937
29.3030 87.5821
29.3330 87.6705
29.3629 87.7588
29.3929 87.8472
29.4228 87.9355
29.4528 88.0239
29.4827 88.1122
29.5127 88.2006
29.5426 88.2889
29.5726 88.3772
29.6025 88.4655
29.6325 88.5538
29.6624 88.6421
29.6923 88.7304
29.7223 88.8187
29.7522 88.9070
29.7821 88.9952
29.8121 89.0835
29.8420 89.1718
29.8719 89.2600
29.9019 89.3483
29.9318 89.4365
29.9617 89.5247
29.9917 89.6130
30.0216 89.7012
30.0515 89.7894
30.0814 89.8776
30.1113 89.9658
30.1413 90.0540
30.1712 90.1422
30.2011 90.2304
30.2310 90.3185
30.2609 90.4067
30.2908 90.4949
30.3207 90.5830
30.3507 90.6712
30.3806 90.7593
30.4105 90.8475
30.4404 90.9356
30.4703 91.0237
30.5002 91.1118
30.5301 91.1999
30.5600 91.2880
30.5899 91.3761
30.6198 91.4642
30.6497 91.5523
30.6796 91.6404
30.7095 91.7284
30.7394 91.8165
30.7692 91.9046
30.7991 91.9926
30.8290 92.0807
30.8589 92.1687
30.8888 92.2567
30.9187 92.3447
30.9486 92.4328
30.9784 92.5208
31.0083 92.6088
31.0382 92.6968
31.0681 92.7848
31.0979 92.8727
31.1278 92.9607
31.1577 93.0487
31.1876 93.1367
31.2174 93.2246
31.2473 93.3126
31.2772 93.4005
31.3070 93.4885
31.3369 93.5764
31.3667 93.6643
31.3966 93.7522
31.4265 93.8401
31.4563 93.9280
31.4862 94.0159
31.5160 94.1038
31.5459 94.1917
31.5757 94.2796
31.6056 94.3675
31.6354 94.4553
31.6653 94.5432
31.6951 94.6311
31.7250 94.7189
31.7548 94.8067
31.7847 94.8946
31.8145 94.9824
31.8444 95.0702
31.8742 95.1580
31.9040 95.2458
31.9339 95.3336
31.9637 95.4214
31.9935 95.5092
32.0234 95.5970
32.0532 95.6848
32.0830 95.7726
32.1128 95.8603
32.1427 95.9481
32.1725 96.0358
32.2023 96.1236
32.2321 96.2113
32.2620 96.2990
32.2918 96.3868
32.3216 96.4745
32.3514 96.5622
32.3812 96.6499
32.4110 96.7376
32.4409 96.8253
32.4707 96.9130
32.5005 97.0006
